host,ID,ra,dec,morph,re,z,tile,x,y,bands,n_bands,cutout
NGC4251,MATLAS-1275,184.5524,28.7924,dE  ,3.97,,"(323, 238)",6686.1329628408275,977.6131403787763,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1276,184.561,28.7806,dE  ,0.0,,"(323, 238)",6540.2520868309,748.8214229740497,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1277,184.5718,28.1163,dI  ,6.98,,"(326, 236)",5634.4306809165355,7253.8734206327645,"['u', 'i']",2,0
NGC4259,MATLAS-1279,184.5888,5.5603,dE  ,4.59,,,,,,0,0
NGC4259,MATLAS-1281,184.6043,4.9451,dE  ,5.83,,,,,,0,0
NGC4259,MATLAS-1282,184.6056,5.1695,dE  ,3.79,,,,,,0,0
NGC4259,MATLAS-1283,184.617,5.6157,dI  ,0.0,,,,,,0,0
NGC4259,MATLAS-1288,184.637,5.3992,dE  ,0.0,,,,,,0,0
NGC4259,MATLAS-1289,184.6526,5.4239,dE  ,4.79,,,,,,0,0
NGC4251,MATLAS-1291,184.665,28.7378,dI  ,0.0,,"(325, 237)",9123.033329282855,9612.541627692823,"['u', 'i']",2,0
NGC4259,MATLAS-1294,184.7209,5.6746,dE  ,3.83,,,,,,0,0
NGC4278,MATLAS-1299,184.775,28.857,dI  ,0.0,,"(323, 238)",2906.9612696318895,2229.8895192218224,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1301,184.802,5.5582,dE  ,4.02,,,,,,0,0
NGC4259,MATLAS-1302,184.802,5.3615,dE  ,8.36,,,,,,0,0
NGC4259,MATLAS-1303,184.8048,5.2263,dE  ,4.31,,,,,,0,0
NGC4259,MATLAS-1304,184.8149,5.3116,dEN ,4.2,,,,,,0,0
NGC4259,MATLAS-1306,184.8249,5.6966,dEN ,4.52,,,,,,0,0
NGC4259,MATLAS-1309,184.842,5.4437,dE  ,4.86,,,,,,0,0
NGC4251,MATLAS-1311,184.927,28.6367,dI  ,0.0,,"(325, 237)",4670.748389274743,7649.136021689612,"['u', 'i']",2,0
NGC4278,MATLAS-1313,184.934,28.912,dE  ,0.0,,"(323, 238)",210.82950879232703,3300.3542977654843,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1317,184.9546,29.4049,dE  ,13.69,,"(322, 239)",5459.914486627599,3157.1125412686706,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1324,185.0241,28.5521,dE  ,4.28,,"(325, 237)",3017.630889209363,6010.607209586768,"['u', 'i']",2,0
NGC4259,MATLAS-1327,185.0524,5.4375,dEN ,2.87,,,,,,0,0
NGC4251,MATLAS-1330,185.0599,27.9887,dE  ,4.02,,"(327, 236)",6973.118184888508,4781.949438147031,"['u', 'i']",2,0
NGC4259,MATLAS-1331,185.0609,5.3505,dEN ,3.19,,,,,,0,0
NGC4259,MATLAS-1333,185.071,4.9282,dI  ,0.0,,,,,,0,0
NGC4251,MATLAS-1337,185.078,28.0257,dIN ,11.08,,"(327, 236)",6662.811878881359,5498.702146546339,"['u', 'i']",2,0
NGC4259,MATLAS-1339,185.0963,5.4656,dE  ,4.2,,,,,,0,0
NGC4259,MATLAS-1340,185.0959,5.7124,dE  ,3.93,,,,,,0,0
NGC4259,MATLAS-1344,185.1393,5.9299,dE  ,3.56,,,,,,0,0
NGC4259,MATLAS-1345,185.14,5.6633,dE  ,0.0,,,,,,0,0
NGC4259,MATLAS-1346,185.161,5.909,dI  ,0.0,,,,,,0,0
NGC4259,MATLAS-1347,185.167,5.105,dI  ,0.0,,,,,,0,0
NGC4259,MATLAS-1358,185.323,5.146,dE  ,0.0,,,,,,0,0
NGC4278,MATLAS-1359,185.3646,28.8181,dE  ,6.38,,"(324, 238)",2601.8586518910524,1476.3794783930844,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1361,185.425,28.9171,dE  ,0.0,,"(324, 238)",1579.5913557716867,3396.3931081340647,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1363,185.491,28.8856,dE  ,0.0,,"(324, 238)",458.65072053478434,2788.1673776258667,"['u', 'r', 'i']",3,0
NGC4382,MATLAS-1368,185.988,18.2643,dE  ,3.84,,,,,,0,0
NGC4382,MATLAS-1371,186.0868,17.879,dE  ,4.73,,,,,,0,0
NGC4382,MATLAS-1372,186.1161,18.4567,dE  ,5.48,,,,,,0,0
NGC4382,MATLAS-1374,186.129,18.624,dI  ,0.0,,,,,,0,0
NGC4382,MATLAS-1375,186.165,18.0627,dE  ,0.0,,,,,,0,0
NGC4382,MATLAS-1376,186.2171,18.5442,dE  ,5.17,,,,,,0,0
NGC4382,MATLAS-1379,186.397,17.6583,dI  ,0.0,,,,,,0,0
NGC4382,MATLAS-1384,186.509,18.5828,dE  ,0.0,,,,,,0,0
NGC4382,MATLAS-1386,186.5688,18.0857,dE  ,3.42,,,,,,0,0
PGC042549,MATLAS-1392,189.902,-5.2472,dE  ,0.0,,,,,,0,0
PGC042549,MATLAS-1393,189.9051,-4.8152,dEN ,4.8,,,,,,0,0
PGC042549,MATLAS-1394,190.034,-5.1065,dI  ,0.0,,,,,,0,0
PGC042549,MATLAS-1395,190.0976,-5.3841,dI  ,3.31,,,,,,0,0
PGC042549,MATLAS-1396,190.1129,-5.4482,dI  ,4.4,,,,,,0,0
PGC042549,MATLAS-1397,190.1763,-4.8649,dE  ,3.15,,,,,,0,0
NGC4623,MATLAS-1401,190.213,8.1263,dI  ,0.0,,,,,,0,0
PGC042549,MATLAS-1402,190.225,-5.5494,dI  ,0.0,,,,,,0,0
PGC042549,MATLAS-1403,190.234,-5.2235,dEN ,0.0,,,,,,0,0
PGC042549,MATLAS-1405,190.276,-5.0183,dI  ,0.0,,,,,,0,0
PGC042549,MATLAS-1407,190.2976,-5.0395,dEN ,5.55,,,,,,0,0
PGC042549,MATLAS-1410,190.314,-4.7796,dI  ,0.0,,,,,,0,0
NGC4643,MATLAS-1411,190.3297,1.5485,dE  ,10.88,,,,,,0,0
PGC042549,MATLAS-1413,190.3429,-4.4653,dE  ,16.47,,,,,,0,0
NGC4636,MATLAS-1414,190.3622,3.2201,dE  ,4.99,,,,,,0,0
NGC4623,MATLAS-1415,190.3702,8.1894,dE  ,4.71,,,,,,0,0
PGC042549,MATLAS-1416,190.3861,-4.9579,dE  ,2.39,,,,,,0,0
NGC4636,MATLAS-1418,190.4252,2.3772,dE  ,5.18,,,,,,0,0
NGC4636,MATLAS-1419,190.4304,2.8528,dEN ,6.07,,,,,,0,0
PGC042549,MATLAS-1420,190.431,-4.8436,dI  ,0.0,,,,,,0,0
PGC042549,MATLAS-1421,190.432,-5.178,dI  ,0.0,,,,,,0,0
NGC4636,MATLAS-1424,190.5252,2.5311,dE  ,6.78,,,,,,0,0
PGC042549,MATLAS-1426,190.545,-5.4522,dI  ,0.0,,,,,,0,0
NGC4623,MATLAS-1427,190.554,7.8203,dI  ,0.0,,,,,,0,0
NGC4623,MATLAS-1430,190.673,7.8437,dI  ,0.0,,,,,,0,0
NGC4643,MATLAS-1431,190.683,1.5597,dE  ,0.0,,,,,,0,0
NGC4623,MATLAS-1432,190.687,7.3388,dI  ,0.0,,,,,,0,0
NGC4643,MATLAS-1434,190.7103,2.3226,dE  ,4.87,,,,,,0,0
NGC4624,MATLAS-1441,190.7599,3.351,dE  ,5.68,,,,,,0,0
NGC4643,MATLAS-1442,190.7752,2.3248,dEN ,8.33,,,,,,0,0
NGC4623,MATLAS-1443,190.7766,8.2598,dEN ,5.09,,,,,,0,0
NGC4623,MATLAS-1444,190.781,7.655,dIN ,0.0,,,,,,0,0
NGC4636,MATLAS-1445,190.7978,2.8035,dE  ,4.81,,,,,,0,0
NGC4643,MATLAS-1446,190.8078,2.1952,dE  ,4.27,,,,,,0,0
PGC042549,MATLAS-1447,190.825,-4.8808,dI  ,0.0,,,,,,0,0
NGC4636,MATLAS-1454,190.9232,2.9461,dE  ,9.64,,,,,,0,0
NGC4624,MATLAS-1457,190.932,3.6027,dI  ,0.0,,,,,,0,0
NGC4624,MATLAS-1459,190.9768,3.6344,dE  ,7.41,,,,,,0,0
NGC4624,MATLAS-1460,191.02,3.1776,dE  ,0.0,,,,,,0,0
NGC4643,MATLAS-1462,191.0341,2.4082,dE  ,5.68,,,,,,0,0
NGC4643,MATLAS-1466,191.07,2.171,dE  ,4.62,,,,,,0,0
NGC4624,MATLAS-1471,191.2696,2.8648,dE  ,9.32,,,,,,0,0
NGC4643,MATLAS-1472,191.2826,2.0449,dE  ,2.68,,,,,,0,0
NGC4624,MATLAS-1473,191.4329,3.1475,dE  ,6.24,,,,,,0,0
NGC4624,MATLAS-1474,191.4738,2.8821,dE  ,3.43,,,,,,0,0
NGC4624,MATLAS-1475,191.518,2.9109,dI  ,0.0,,,,,,0,0
NGC4690,MATLAS-1477,191.558,-1.1783,dI  ,0.0,,,,,,0,0
NGC4624,MATLAS-1478,191.5827,2.8055,dE  ,9.4,,,,,,0,0
NGC4690,MATLAS-1479,191.6369,-1.2935,dE  ,4.05,,,,,,0,0
NGC4624,MATLAS-1480,191.638,3.2988,dI  ,0.0,,,,,,0,0
NGC4690,MATLAS-1482,191.656,-2.116,dI  ,0.0,,,,,,0,0
NGC4624,MATLAS-1483,191.6653,2.9663,dE  ,9.48,,,,,,0,0
NGC4624,MATLAS-1484,191.706,3.0064,dI  ,0.0,,,,,,0,0
NGC4684,MATLAS-1486,191.7061,-2.5005,dEN ,9.08,,,,,,0,0
NGC4690,MATLAS-1487,191.714,-1.5519,dI  ,0.0,,,,,,0,0
NGC4697,MATLAS-1488,191.721,-6.1159,dI  ,0.0,,,,,,0,0
NGC4684,MATLAS-1489,191.7392,-2.3602,dE  ,6.9,,,,,,0,0
NGC4697,MATLAS-1490,191.789,-5.8581,dI  ,0.0,,,,,,0,0
NGC4690,MATLAS-1491,191.801,-1.5692,dIN ,0.0,,,,,,0,0
NGC4697,MATLAS-1492,191.809,-5.9576,dI  ,0.0,,,,,,0,0
NGC4690,MATLAS-1495,191.8517,-1.5229,dE  ,5.13,,,,,,0,0
NGC4690,MATLAS-1496,191.881,-1.2332,dI  ,0.0,,,,,,0,0
NGC4690,MATLAS-1497,191.8999,-1.6508,dE  ,4.3,,,,,,0,0
NGC4684,MATLAS-1499,191.9892,-2.5431,dEN ,10.47,,,,,,0,0
NGC4684,MATLAS-1500,192.0823,-3.1495,dE  ,3.05,,,,,,0,0
NGC4690,MATLAS-1502,192.1639,-1.7275,dE  ,3.89,,,,,,0,0
NGC4697,MATLAS-1503,192.183,-5.2531,dI  ,0.0,,,,,,0,0
NGC4697,MATLAS-1506,192.273,-5.5413,dI  ,0.0,,,,,,0,0
NGC4697,MATLAS-1508,192.334,-5.4809,dI  ,0.0,,,,,,0,0
NGC4697,MATLAS-1511,192.4119,-5.2749,dE  ,3.19,,,,,,0,0
NGC4690,MATLAS-1512,192.42,-1.7988,dI  ,0.0,,,,,,0,0
NGC4697,MATLAS-1514,192.48,-5.5892,dI  ,0.0,,,,,,0,0
NGC4753,MATLAS-1517,192.6038,-1.1623,dI  ,8.19,,,,,,0,0
NGC4697,MATLAS-1518,192.6157,-5.3115,dE  ,2.83,,,,,,0,0
NGC4753,MATLAS-1521,192.9813,-0.8079,dE  ,3.48,,,,,,0,0
NGC4753,MATLAS-1524,193.2296,-0.7089,dE  ,2.67,,,,,,0,0
NGC4753,MATLAS-1525,193.341,-1.3567,dI  ,0.0,,,,,,0,0
NGC4753,MATLAS-1526,193.3464,-1.3604,dEN ,6.49,,,,,,0,0
NGC4753,MATLAS-1527,193.5065,-0.97,dE  ,11.09,,,,,,0,0
NGC4753,MATLAS-1528,193.513,-1.6198,dI  ,0.0,,,,,,0,0
NGC4753,MATLAS-1529,193.605,-1.4032,dI  ,0.0,,,,,,0,0
NGC5198,MATLAS-1530,201.7938,46.6325,dE  ,7.27,,"(278, 273)",6823.26248846754,7569.302077329238,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1532,201.9709,46.4414,dE  ,3.96,,"(278, 273)",4464.6965915560395,3864.5280300893046,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1533,202.07,46.3837,dE  ,0.0,,"(278, 273)",3139.346536384062,2747.8596112046625,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1534,202.1029,47.0652,dE  ,7.88,,"(276, 274)",8215.959848803801,6268.514776065569,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1536,202.228,46.6554,dE  ,3.08,,"(278, 273)",1046.985316448528,8018.953955395049,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1537,202.2963,46.3019,dE  ,3.22,,"(279, 273)",9831.602885274871,1172.0132607220448,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1540,202.4588,47.0077,dE  ,3.48,,"(276, 274)",3516.374353709465,5150.281250069077,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1544,202.665,46.944,dI  ,0.0,,"(276, 274)",786.5145758712215,3923.3341290562703,"['g', 'r', 'i']",3,0
NGC5198,MATLAS-1546,202.991,46.2187,dI  ,0.0,,"(282, 272)",4818.610312653356,9238.215406107207,"['g', 'r', 'i']",3,0
NGC5273,MATLAS-1548,205.743,35.4188,dI  ,0.0,,"(335, 251)",5027.7575225733735,3426.4273403449624,"['u', 'g', 'i']",3,0
NGC5308,MATLAS-1550,205.965,60.689,dE  ,10.5,,"(203, 301)",6502.388124762118,8664.447884431083,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5273,MATLAS-1551,206.0452,35.1733,dE  ,3.89,,"(338, 250)",9208.975712878766,8364.006619844318,"['u', 'g', 'r', 'i']",4,0
NGC5273,MATLAS-1552,206.0597,36.2329,dE  ,3.1,,"(333, 252)",1023.5914667865713,9518.603057162065,"['u', 'g', 'i']",3,0
NGC5308,MATLAS-1553,206.2827,60.7115,dE  ,2.93,,"(203, 301)",3489.418089040196,9100.501386295782,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1554,206.2845,61.435,dEN ,3.79,,"(197, 303)",6350.50063671421,3741.8753986680254,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1556,206.4001,61.0938,dEN ,5.16,,"(200, 302)",3748.839166026344,6819.025063932414,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1559,206.5038,61.2243,dE  ,2.76,,"(200, 302)",2786.60508843271,9350.740776439101,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1561,206.5125,60.2836,dE  ,7.34,,"(203, 301)",1261.8123743831761,817.3973727569037,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1562,206.5261,60.7036,dE  ,3.77,,"(203, 301)",1180.9609832556253,8957.279235214824,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1565,206.6061,60.745,dE  ,12.74,,"(200, 302)",1784.1308331365672,66.64577585927964,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1567,206.6646,60.9262,dE  ,3.77,,"(200, 302)",1251.4450352216809,3581.212603077442,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1568,206.6848,60.6797,dEN ,4.0,,"(204, 301)",9307.849705678756,8497.290532846215,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1569,206.692,60.7147,dE  ,0.0,,"(204, 301)",9234.921006784198,9175.083383011608,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1571,206.8227,60.0428,dE  ,5.98,,"(207, 300)",6715.721692660429,5831.719765685627,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1573,206.8905,60.9546,dE  ,5.8,,"(201, 302)",8832.71505651678,4132.106451307555,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1577,207.0559,60.8858,dEN ,8.38,,"(201, 302)",7281.474947764046,2791.128214986604,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1578,207.0755,59.8329,dE  ,3.94,,"(207, 300)",4264.748757804289,1762.184805107669,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1584,207.2521,60.7828,dE  ,5.38,,"(201, 302)",5432.923057903942,791.0198287288285,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5308,MATLAS-1585,207.258,60.924,dE  ,4.24,,"(201, 302)",5375.447605045577,3527.3120525179183,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1588,207.4531,59.6494,dE  ,3.32,,"(211, 299)",9043.711675380906,7907.799224584633,"['u', 'g', 'r', 'i']",4,0
NGC5322,MATLAS-1590,207.5193,60.3828,dEN ,5.79,,"(204, 301)",1355.4054085925795,2739.304459048355,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5322,MATLAS-1592,207.5437,59.9287,dE  ,4.77,,"(208, 300)",9430.828625707705,3633.547928000222,"['u', 'g', 'r', 'i']",4,0
NGC5322,MATLAS-1593,207.579,60.2301,dE  ,4.43,,"(208, 300)",9050.887313290043,9472.042198014617,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1596,207.7717,40.4189,dE  ,3.87,,"(316, 261)",5177.72274553187,3428.377106999934,"['u', 'g', 'i']",3,0
NGC5322,MATLAS-1597,207.8103,60.7411,dE  ,3.59,,"(205, 301)",8256.686865405536,9680.820910695145,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5355,MATLAS-1598,207.8207,40.5175,dE  ,7.31,,"(316, 261)",4455.592076473803,5339.245935346486,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1600,207.8428,40.1787,dE  ,3.25,,"(318, 260)",809.1981956139025,8469.710459469432,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1601,207.8455,40.3373,dE  ,4.28,,"(316, 261)",4087.793085856555,1847.3523331505166,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1603,207.8626,40.5975,dE  ,4.66,,"(316, 261)",3839.705238418289,6889.970360357011,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1607,208.0121,40.0316,dE  ,2.73,,"(319, 260)",7973.0411558288,5615.718946288878,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1609,208.0409,39.8027,dE  ,3.52,,"(319, 260)",7554.234875843284,1178.9633558799378,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1611,208.0588,59.185,dE  ,2.98,,"(214, 298)",1950.6519180484242,8592.140797602897,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1613,208.0968,40.34,dE  ,6.36,,"(316, 261)",375.85415858489705,1907.535262480028,"['u', 'g', 'i']",3,0
NGC5322,MATLAS-1618,208.1382,60.7149,dE  ,9.48,,"(205, 301)",5151.050194919895,9164.577149211116,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5379,MATLAS-1623,208.1894,59.7553,dE  ,3.09,,"(208, 300)",3151.2374820556324,260.57852699526484,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1624,208.2076,40.1553,dE  ,4.68,,"(319, 260)",5072.022553853451,8009.562404565193,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1625,208.2227,40.4227,dE  ,4.35,,"(317, 261)",8224.825665035944,3505.993987363462,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1628,208.2579,40.4534,dE  ,3.11,,"(317, 261)",7704.285945876194,4099.748146019048,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1629,208.259,40.0946,dI  ,0.0,,"(319, 260)",4310.103221932119,6833.432081377629,"['u', 'g', 'i']",3,0
NGC5322,MATLAS-1630,208.2604,60.173,dE  ,12.52,,"(208, 300)",2490.056653033435,8357.519027830642,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1631,208.2776,40.5004,dE  ,4.44,,"(317, 261)",7412.096538244511,5009.989333055883,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1632,208.286,40.1089,dE  ,0.0,,"(319, 260)",3910.0679986349323,7110.822303069526,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1635,208.3384,40.1895,dE  ,3.9,,"(319, 260)",3135.6287993190094,8673.649253092643,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1639,208.4631,40.2716,dI  ,5.21,,"(317, 261)",4677.5085865650735,573.8609218435149,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1640,208.4707,59.2917,dE  ,3.99,,"(212, 299)",8765.600332191882,974.0947541009455,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1641,208.4874,59.3662,dEN ,6.5,,"(212, 299)",8592.434554691372,2416.9036256717663,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1642,208.4941,40.2137,dEN ,5.2,,"(319, 260)",832.1242692996857,9147.917484244586,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1643,208.5225,40.2305,dEN ,4.02,,"(319, 260)",412.96974880691687,9474.89088254344,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1644,208.5264,40.1445,dE  ,2.85,,"(319, 260)",349.3986176276212,7808.480508831093,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1647,208.5436,40.2012,dE  ,8.3,,"(320, 260)",9759.651748234603,8907.684877508798,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1648,208.559,40.4773,dI  ,0.0,,"(317, 261)",3264.8441510730354,4561.254529722099,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1649,208.634,40.1853,dE  ,3.73,,"(320, 260)",8422.391999825188,8595.389419181283,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1650,208.6615,59.7556,dE  ,2.49,,"(212, 299)",6851.749845936123,9955.94432895005,"['u', 'g', 'r', 'i']",4,0
UGC08876,MATLAS-1651,208.6705,46.4223,dE  ,4.81,,"(287, 273)",2296.7766487029357,3497.711806596418,"['g', 'r', 'i']",3,0
NGC5379,MATLAS-1652,208.684,60.0756,dI  ,0.0,,"(209, 300)",8054.874790261591,6472.351640372652,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1653,208.684,60.0969,dE  ,0.0,,"(209, 300)",8052.903242438088,6885.121360303498,"['u', 'g', 'r', 'i']",4,0
NGC5355,MATLAS-1654,208.689,40.2371,dEN ,3.39,,"(320, 260)",7606.1367266797015,9597.366567121599,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1655,208.7095,40.3116,dE  ,4.4,,"(317, 261)",1036.5717186256988,1354.9916389364303,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1656,208.719,39.9656,dI  ,0.0,,"(320, 260)",7170.955122045552,4335.1422668672985,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1659,208.726,40.5544,dI  ,0.0,,"(317, 261)",807.9296046502495,6060.987791671263,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1662,208.7526,40.055,dEN ,7.18,,"(320, 260)",6669.718031634132,6066.898842913611,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1663,208.77,40.5714,dI  ,0.0,,"(317, 261)",161.2973631658424,6392.68625019802,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1665,208.7834,40.5842,dEN ,3.89,,"(318, 261)",9642.365561170147,6640.023457811307,"['u', 'g', 'i']",3,0
UGC08876,MATLAS-1666,208.813,46.5644,dI  ,0.0,,"(287, 273)",405.1808869358356,6258.046894381096,"['g', 'r', 'i']",3,0
NGC5355,MATLAS-1668,208.8242,40.1445,dE  ,5.26,,"(320, 260)",5606.863724867822,7800.406066205017,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1669,208.8267,40.5898,dE  ,5.52,,"(318, 261)",9004.76192496839,6746.420314682054,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1670,208.8591,40.2743,dE  ,5.72,,"(318, 261)",8544.569432265807,630.9390247876336,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1671,208.9059,40.2497,dE  ,3.49,,"(320, 260)",4397.513392304667,9839.09625033991,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1672,208.9065,40.6107,dE  ,2.55,,"(318, 261)",7829.522706866344,7148.345246837872,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1673,208.9275,39.8597,dE  ,3.23,,"(320, 260)",4072.7454631335504,2281.4492294957777,"['u', 'g', 'i']",3,0
NGC5355,MATLAS-1676,208.998,40.5364,dE  ,0.0,,"(318, 261)",6485.057029924583,5706.243672707399,"['u', 'g', 'i']",3,0
NGC5379,MATLAS-1679,209.157,59.3886,dI  ,0.0,,"(212, 299)",1982.4337544467617,2848.111064430836,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1680,209.17,59.1508,dE  ,0.0,,"(215, 298)",552.4518987778283,7937.267999926065,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1682,209.6448,60.1982,dE  ,2.79,,"(210, 300)",8421.077036976445,8850.127916215255,"['u', 'g', 'r', 'i']",4,0
NGC5422,MATLAS-1683,209.7205,55.2814,dE  ,3.26,,"(238, 291)",9150.647925250036,774.934199122079,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5379,MATLAS-1684,209.7374,59.9644,dE  ,3.26,,"(210, 300)",7547.1940267972195,4315.162156930189,"['u', 'g', 'r', 'i']",4,0
UGC08876,MATLAS-1685,209.7549,46.1162,dEN ,6.24,,"(291, 272)",977.6901173748611,7259.413860552505,"['g', 'r', 'i']",3,0
NGC5422,MATLAS-1686,209.8044,55.594,dE  ,2.88,,"(238, 291)",8199.16190122227,6828.35373091611,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5379,MATLAS-1687,209.8714,59.5691,dE  ,4.4,,"(213, 299)",4656.016205112477,6339.177748716619,"['u', 'g', 'r', 'i']",4,0
NGC5379,MATLAS-1688,209.9674,59.1399,dE  ,6.38,,"(216, 298)",2274.7060826453494,7716.719678153408,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1689,210.143,55.2553,dI  ,0.0,,"(238, 291)",4487.052130508787,258.109578728363,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1690,210.242,55.5681,dIN ,0.0,,"(238, 291)",3406.320656981002,6321.376414466128,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1691,210.4179,55.0157,dE  ,5.63,,"(241, 290)",1304.9245254704456,5313.035738378306,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1692,210.5835,55.6552,dEN ,7.61,,"(239, 291)",9327.487932886077,8019.964335166551,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1693,210.7015,54.8219,dEN ,4.21,,"(242, 290)",7853.266112916768,1553.7966690775243,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1694,210.7023,54.7372,dE  ,4.91,,"(245, 289)",7785.002066251673,9601.65624895876,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1695,210.7638,55.2078,dE  ,3.04,,"(242, 290)",7137.044597348489,9029.926196943936,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1696,210.7635,54.7867,dE  ,3.73,,"(242, 290)",7162.944894712213,869.4329495883267,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1698,210.9077,55.6645,dE  ,4.05,,"(239, 291)",5782.7910179474475,8188.252258094533,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1699,210.9398,55.6648,dE  ,5.06,,"(239, 291)",5431.918259558428,8193.785014437399,"['u', 'g', 'r', 'i', 'z']",5,0
NGC5422,MATLAS-1700,210.9403,55.3929,dI  ,3.15,,"(239, 291)",5429.410007420235,2924.6309039788457,"['u', 'g', 'r', 'i', 'z']",5,0
